recid,Code,Check,Unit,Name
1801,2523291000,6,KG,"PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS.PORTLAND CEMENT: OTHER: COLOURED CEMENT"
1802,2523299000,5,KG,"PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS.PORTLAND CEMENT: OTHER: OTHER"
1803,2523300000,4,KG,"PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS.ALUMINOUS CEMENT"
1804,2523900000,6,KG,"PORTLAND CEMENT, ALUMINOUS CEMENT, SLAG CEMENT, SUPERSULPHATE CEMENT AND SIMILAR HYDRAULIC CEMENTS, WHETHER OR NOT COLOURED OR IN THE FORM OF CLINKERS.OTHER HYDRAULIC CEMENTS"
1805,2524100000,2,KG,ASBESTOS.CROCIDOLITE
1806,2524900000,0,KG,ASBESTOS.OTHER
1807,2525100000,3,KG,"MICA, INCLUDING SPLITTINGS; MICA WASTE.CRUDE MICA AND MICA RIFTED INTO SHEETS OR SPLITTINGS"
1808,2525200000,1,KG,"MICA, INCLUDING SPLITTINGS; MICA WASTE.MICA POWDER"
1809,2525300000,6,KG,"MICA, INCLUDING SPLITTINGS; MICA WASTE.MICA WASTE"
1810,2526100010,0,KG,"NATURAL STEATITE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE; TALC.NOT CRUSHED, NOT POWDERED:SOAPSTONE"
1811,2526100090,3,KG,"NATURAL STEATITE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE; TALC.NOT CRUSHED, NOT POWDERED:OTHER"
1812,2526201000,1,KG,"NATURAL STEATITE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE; TALC.CRUSHED OR POWDERED: TALC POWDER"
1813,2526209010,3,KG,"NATURAL STEATITE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE; TALC.CRUSHED OR POWDERED: OTHER:SOAPSTONE"
1814,2526209090,6,KG,"NATURAL STEATITE, WHETHER OR NOT ROUGHLY TRIMMED OR MERELY CUT, BY SAWING OR OTHERWISE, INTO BLOCKS OR SLABS OF A RECTANGULAR (INCLUDING SQUARE) SHAPE; TALC.CRUSHED OR POWDERED: OTHER:OTHER"
1815,2528000000,1,KG,"NATURAL BORATES AND CONCENTRATES THEREOF (WHETHER OR NOT CALCINED), BUT NOT INCLUDING BORATES SEPARATED FROM NATURAL BRINE; NATURAL BORIC ACID CONTAINING NOT MORE THAN 85% OF H3B03 CALCULATED ON *"
1816,2529100000,0,KG,FELDSPAR; LEUCITE; NEPHELINE AND NEPHELINE SYENITE; FLUORSPAR.FELDSPAR
1817,2529210000,2,KG,FELDSPAR; LEUCITE; NEPHELINE AND NEPHELINE SYENITE; FLUORSPAR.FLUORSPAR: CONTAINING BY WEIGHT 97% OR LESS OF CALCIUM FLUORIDE
1818,2529220000,6,KG,FELDSPAR; LEUCITE; NEPHELINE AND NEPHELINE SYENITE; FLUORSPAR.FLUORSPAR: CONTAINING BY WEIGHT MORE THAN 97% OF CALCIUM FLUORIDE
1819,2529300000,3,KG,FELDSPAR; LEUCITE; NEPHELINE AND NEPHELINE SYENITE; FLUORSPAR.FLUORSPAR: LEUCITE; NEPHELINE AND NEPHELINE SYENITE
1820,2530100000,1,KG,"MINERAL SUBSTANCES NOT ELSEWHERE SPECIFIED OR INCLUDED.VERMICULITE, PERLITE AND CHLORITES, UNEXPANDED"
1821,2530201000,5,KG,"MINERAL SUBSTANCES NOT ELSEWHERE SPECIFIED OR INCLUDED.KIESERITE, EPSOMITE (NATURAL MAGNESIUM SULPHATES): KIESERITE"
1822,2530202000,4,KG,"MINERAL SUBSTANCES NOT ELSEWHERE SPECIFIED OR INCLUDED.KIESERITE, EPSOMITE (NATURAL MAGNESIUM SULPHATES): EPSOMITE"
1823,2530901000,5,KG,MINERAL SUBSTANCES NOT ELSEWHERE SPECIFIED OR INCLUDED.OTHER: ZIRCONIUM SILICATES OF KIND USED AS OPACIFIERS
1824,2530909000,4,KG,MINERAL SUBSTANCES NOT ELSEWHERE SPECIFIED OR INCLUDED.OTHER: OTHER
1825,2601110000,6,KG,"IRON ORES AND CONCENTRATES, OTHER THAN ROASTED IRON PYRITES.IRON ORES AND CONCENTRATES, OTHER THAN ROASTED IRON PYRITES:NON-AGGLOMERATED"
1826,2601120000,3,KG,"IRON ORES AND CONCENTRATES, OTHER THAN ROASTED IRON PYRITES.IRON ORES AND CONCENTRATES, OTHER THAN ROASTED IRON PYRITE:AGGLOMERATED"
1827,2601200000,0,KG,"IRON ORES AND CONCENTRATES, INCLUDING ROASTED IRON PYRITES.ROASTED IRON PYRITES"
1828,2602000000,5,KG,"MANGANESE ORES AND CONCENTRATES, INCLUDING FERRUGINOUS MANGANESE ORES AND CONCENTRATES WITH A MANGANESE CONTENT OF 20% OR MORE, CALCULATED ON THE DRY WEIGHT."
1829,2603000000,6,KG,COPPER ORES AND CONCENTRATES.
1830,2604000000,0,KG,NICKEL ORES AND CONCENTRATES.
1831,2605000000,1,KG,COBALT ORES AND CONCENTRATES.
1832,2606000000,2,KG,ALUMINIUM ORES AND CONCENTRATES.
1833,2607000000,3,KG,LEAD ORES AND CONCENTRATES.
1834,2608000000,4,KG,ZINC ORES AND CONCENTRATES.
1835,2609000000,5,KG,TIN ORES AND CONCENTRATES.
1836,2610000000,6,KG,CHROMIUM ORES AND CONCENTRATES.
1837,2611000000,0,KG,TUNGSTEN ORES AND CONCENTRATES.
1838,2612100000,6,KG,URANIUM OR THORIUM ORES AND CONCENTRATES.URANIUM ORES AND CONCENTRATES
1839,2612200000,4,KG,URANIUM OR THORIUM ORES AND CONCENTRATES.THORIUM ORES AND CONCENTRATES
1840,2613100000,0,KG,MOLYBDENUM ORES AND CONCENTRATES.ROASTED
1841,2613900000,5,KG,MOLYBDENUM ORES AND CONCENTRATES.OTHER
1842,2614001000,2,KG,TITANIUM ORES AND CONCENTRATES.ILMENITE ORES AND CONCENTRATES
1843,2614009000,1,KG,TITANIUM ORES AND CONCENTRATES.OTHER
1844,2615100000,2,KG,"NIOBIUM, TANTALUM, VANADIUM OR ZIRCONIUM ORES AND CONCENTRATES.ZIRCONIUM ORES AND CONCENTRATES"
1845,2615900000,0,KG,"NIOBIUM, TANTALUM, VANADIUM OR ZIRCONIUM ORES AND CONCENTRATES.OTHER"
1846,2616100000,3,KG,PRECIOUS METAL ORES AND CONCENTRATES.SLIVER ORES AND CONCENTRATES
1847,2616900010,4,KG,PRECIOUS METAL ORES AND CONCENTRATES.OTHER:PLATINUM BEARING SANDS
1848,2616900090,0,KG,PRECIOUS METAL ORES AND CONCENTRATES.OTHER:OTHER
1849,2617100000,4,KG,OTHER ORES AND CONCENTRATES. ANTIMONY ORES AND CONCENTRATES
1850,2617900000,2,KG,OTHER ORES AND CONCENTRATES.OTHER
1851,2618000000,0,KG,GRANULATED SLAG(SLAG SAND) FROM THE MANUFACTURE OF IRON OR STEEL.
1852,2619000000,1,KG,"SLAG, DROSS(OTHER THAN FRANULATED SLAG), SCALINGS AND OTHER WASTE FROM MANUFACTURE OF IRON OR STEEL."
1853,2620110000,4,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINING MAINLY ZINC : HARD ZINC SPELTER"
1854,2620190000,1,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINING MAINLY ZINC:OTHER"
1855,2620210000,2,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINGING MAINLY LEAD:LEADED GASOLINE SLUDGES AND LEADED ANTIKNOCK COMPOUND *"
1856,2620290000,6,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINGING MAINLY LEAD:OTHER"
1857,2620300000,3,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINGING MAINLY COPPER"
1858,2620400000,1,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINGING MAINLY ALUMINIUM"
1859,2620600000,4,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.CONTAINING ARSENIC, MERCURY, THALLIUM OR THEIR MIXTURES, OF A KIND USED FOR TH*"
1860,2620910000,2,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.OTHER:CONTAINING ANTIMONY,BERYLLIUM,CADMIUM,CHROMIUM OR THEIR MIXTURES"
1861,2620991000,5,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.OTHER:OTHER:SLAG AND HARDHEAD OF TIN"
1862,2620999000,4,KG,"SLAG, ASH AND RESIDUES (OTHER THAN FROM THE MANUFACTURE OF IRON OR STEEL), CONTAINING METALS, ARSENIC OR THEIR COMPOUNDS.OTHER:OTHER:OTHER"
1863,2621100000,1,KG,"OTHER SLAG AND ASH, INCLUDING SEAWEED ASH (KELP);ASH AND RESIDUES FROM THE INCINERATION OF MUNICIPAL WASTE.ASH AND RESIDUES FROM THE INCINERATION OF MUNICIPAL WASTE"
1864,2621900000,6,KG,"OTHER SLAG AND ASH, INCLUDING SEAWEED ASH (KELP); ASH AND RESIDUES FROM THE INCINERATION OF MUNICIPAL WASTE.OTHER"
1865,2701110000,1,KG,"COAL; BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL.COAL, WHETHER OR NOT PULVERISED, BUT NOT AGGLOMERATED:ANTHRACITE"
1866,2701121000,4,KG,"COAL; BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL.COAL, WHETHER OR NOT PULVERISED, BUT NOT AGGLOMERATED: BITUMINOUS COAL:COKING COAL"
1867,2701129000,3,KG,"COAL; BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL.COAL, WHETHER OR NOT PULVERISED, BUT NOT AGGLOMERATED: BITUMINOUS COAL: OTHER"
1868,2701190000,5,KG,"COAL; BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL.COAL, WHETHER OR NOT PULVERISED, BUT NOT AGGLOMERATED: OTHER COAL"
1869,2701200000,2,KG,"COAL; BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL.BRIQUETTES, OVOIDS AND SIMILAR SOLID FUELS MANUFACTURED FROM COAL"
1870,2702100000,5,KG,"LIGNITE, WHETHER OR NOT AGGLOMERATED, EXCLUDING JET.LIGNITE, WHETHER OR NOT PULVERISED, BUT NOT AGGLOMERATED"
1871,2702200000,3,KG,"LIGNITE, WHETHER OR NOT AGGLOMERATED, EXCLUDING JET.AGGLOMERATED LIGNITE"
1872,2703001000,0,KG,"PEAT (INCLUDING PEAT LITTER), WHETHER OR NOT AGGLOMERATED.PEAT, WHETHER OR NOT COMPRESSED INTO BALES, BUT NOT AGGLOMERATED"
1873,2703002000,6,KG,"PEAT (INCLUDING PEAT LITTER), WHETHER OR NOT AGGLOMERATED.AGGLOMERATED PEAT"
1874,2704001000,1,KG,"COKE AND SEMI-COKE OF COAL, OF LIGNITE OR OF PEAT, WHETHER OR NOT AGGLOMERATED; RETORT CARBON.COKE AND SEMI-COKE OF COAL"
1875,2704002000,0,KG,"COKE AND SEMI-COKE OF COAL, OF LIGNITE OR OF PEAT, WHETHER OR NOT AGGLOMERATED; RETORT CARBON.COKE AND SEMI-COKE OF LIGNITE OR OF PEAT"
1876,2704003000,6,KG,"COKE AND SEMI-COKE OF COAL, OF LIGNITE OR OF PEAT, WHETHER OR NOT AGGLOMERATED; RETORT CARBON.RETORT CARBON"
1877,2705000000,3,KG,"COAL GAS, WATER GAS, PRODUCER GAS AND SIMILAR GASES, OTHER THAN PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS."
1878,2706000000,4,KG,"TAR DISTILLED FROM COAL, FROM LIGNITE OR FROM PEAT, AND OTHER MINERAL TARS, WHETHER OR NOT DEHYDRATED OR PARTIALLY DISTILLED, INCLUDING RECONSTITUTED TARS."
1879,2707100000,3,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.BENZOL (BENZE*
1880,2707200000,1,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.TOLUOL (TOLUE*
1881,2707300000,6,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.XYLOL (XYLEN*
1882,2707400000,4,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.NAPHTHALENE
1883,2707500000,2,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.OTHER AROMATI*
1884,2707910000,5,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.OTHER:CREOSOT*
1885,2707991000,1,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.OTHER:OTHER: *
1886,2707999000,0,KG,OILS AND OTHER PRODUCTS OF THE DISTILLATION OF HIGH TEMPERATURE COAL TAR; SIMILAR PRODUCTS IN WHICH THE WEIGHT OF THE AROMATIC CONSTITUENTS EXCEEDS THAT OF THE NON-AROMATIC CONSTITUENTS.OTHER:OTHER: *
1887,2708100000,4,KG,"PITCH AND PITCH COKE, OBTAINED FROM COAL TAR OR FROM OTHER MINERAL TARS.PITCH"
1888,2708200000,2,KG,"PITCH AND PITCH COKE, OBTAINED FROM COAL TAR OR FROM OTHER MINERAL TARS.PITCH COKE"
1889,2709001000,6,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, CRUDE.CRUDE PETROLEUM OILS"
1890,2709002000,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, CRUDE.CONDENSATES"
1891,2709009000,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, CRUDE.OTHER"
1892,2710121100,1,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1893,2710121200,3,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1894,2710121300,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1895,2710121400,0,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1896,2710121500,2,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1897,2710121600,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1898,2710122000,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1899,2710123000,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1900,2710124000,3,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1901,2710125000,2,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1902,2710126000,1,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1903,2710127000,0,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1904,2710128000,6,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1905,2710129010,1,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1906,2710129090,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1907,2710192000,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1908,2710193000,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1909,2710194100,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED FROM BI*"
1910,2710194200,0,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED FROM BI*"
1911,2710194300,2,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED FROM BI*"
1912,2710194400,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED FROM BI*"
1913,2710195000,2,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1914,2710196000,1,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1915,2710197100,2,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1916,2710197200,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1917,2710197900,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1918,2710198110,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1919,2710198120,0,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1920,2710198210,6,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1921,2710198220,2,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1922,2710198300,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1923,2710198900,3,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1924,2710199000,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1925,2710200000,4,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1926,2710910000,1,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1927,2710990000,5,KG,"PETROLEUM OILS AND OILS OBTAINED FROM BITUMINOUS MINERALS, OTHER THAN CRUDE; PREPARATIONS NOT ELSEWHERE SPECIFIED OR INCLUDED, CONTAINING BY WEIGHT 70% OR MORE OF PETROLEUM OILS OR OF OILS OBTAINED F*"
1928,2711110000,4,KG,PETROLEUM GASES AND OTHER GASEOUS HYDROCARBONS.LIQUEFIED: NATURAL GAS
